movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
captain_jack_sparrow_ellen_ripley_ellen_ripley,Captain Jack Sparrow Ellen Ripley Ellen Ripley,,,,,,,"Comedy, Drama",Arabic,Lindsey Perez,,,
rick_blaine_emerald_witch_dorothy_gale,Rick Blaine Emerald Witch Dorothy Gale,,,,,2020-11-02,87.0,"Holiday, Drama",English,Tiffany Schwartz,,,
legend_the_whimsical,Legend The Whimsical,,,,,,,"Drama, Romance",English,Brian Wellington,,,
enigma_the_neo,Enigma The Neo,60.0,,,,2001-02-13,82.0,Comedy,English,Karrie Warren,,,Surround
darth_vader_ferris_bueller_indiana_jones_glimmer,Darth Vader Ferris Bueller Indiana Jones Glimmer,32.0,,,,2002-02-12,89.0,Mystery & thriller,English,Debra Broomfield,,,
indiana_jones_neo_michael_corleone_princess_leia,Indiana Jones Neo Michael Corleone Princess Leia,71.0,,,,,,,,Bonnie Bailey,,,
the_bride_jack_torrance_supreme,The Bride Jack Torrance Supreme,30.0,R,"['Some Violence', 'Language']",2016-01-22,2016-04-05,93.0,Mystery & thriller,English,Norma Simmons,,A24,Dolby Digital
mystic_rocky_balboa_james_t._kirk_dracula,Mystic Rocky Balboa James T. Kirk Dracula,,,,,,,,,Augusta Daniel,,,
ferris_bueller_tony_montana_quench,Ferris Bueller Tony Montana Quench,,,,,2011-04-13,92.0,Mystery & thriller,English,Byron Farrar,,,
tony_stark_magician_secret,Tony Stark Magician Secret,59.0,,,,2013-01-14,88.0,Horror,English,Roy Ziglar,,,
scarlett_o'hara_dragon_kingdom,Scarlett O'Hara Dragon Kingdom,82.0,,,1998-06-03,,122.0,Comedy,French (Canada),Betty Beltran,,Warner Bros. Pictures,Dolby
gandalf_the_terminator_radiant,Gandalf The Terminator Radiant,31.0,,,2016-09-02,2018-01-02,107.0,"Horror, Mystery & thriller",English,William Bowen,,"Base Station, Big Block",Dolby Digital
morpheus_chronicles_hiccup_sapphire,Morpheus Chronicles Hiccup Sapphire,,,,,,,,,Adam Rodriguez,,,
velvet_whisper,Velvet Whisper,,,,,,135.0,Drama,Hindi,Charles Huffman,,,
wolverine_crown_luke_skywalker_tony_montana,Wolverine Crown Luke Skywalker Tony Montana,52.0,,,,2016-08-30,108.0,"Biography, Drama",English,Steven Gonzalez,,,
willy_wonka_voyage_majestic_evoke,Willy Wonka Voyage Majestic Evoke,49.0,PG,"['Sci-Fi Action Peril', 'Language', 'Sci-Fi Action Violence', 'Thematic Elements']",2015-05-22,2015-10-13,129.0,"Sci-fi, Adventure, Mystery & thriller",English,Ida Harvey,$93.4M,Walt Disney,
dorothy_gale_rocky_balboa_tony_montana_vito_corleone,Dorothy Gale Rocky Balboa Tony Montana Vito Corleone,50.0,,,,2009-05-05,99.0,Drama,English,Catherine Montalbo,,,
crimson_zephyr_katniss_everdeen,Crimson Zephyr Katniss Everdeen,,,,,,93.0,"Documentary, Adventure",English,Ruby Fennimore,,,
ethereal_jack_torrance,Ethereal Jack Torrance,,,,,,,,,Cynthia Walker,,,
scarlett_o'hara_e.t._vivid,Scarlett O'Hara E.T. Vivid,90.0,,,1988-08-25,2015-03-24,106.0,Documentary,English,Patti Wright,$17.8K,Miramax Films,Surround
sapphire_marvelous,Sapphire Marvelous,,,,,2019-11-26,90.0,"Drama, Lgbtq+",English,Scott Taylor,,,
kingdom_courageous_katniss_everdeen,Kingdom Courageous Katniss Everdeen,,,,,,95.0,Documentary,English,Clifton Whatley,,,
the_bride_mystery_bruce_wayne_tony_montana,The Bride Mystery Bruce Wayne Tony Montana,,,,,2016-08-10,104.0,"Drama, Mystery & thriller",English,Jacob Rivera,,,
trinity_legendary_moonlit_dream,Trinity Legendary Moonlit Dream,,,,,,92.0,Drama,English,Andrew Davis,,,
magician_trinity_spectacular,Magician Trinity Spectacular,24.0,,,,2005-01-25,81.0,"Romance, Comedy",English,Kevin Heenan,,,
superman_indiana_jones_epic,Superman Indiana Jones Epic,,,,,2019-06-18,83.0,"Kids & family, Action, Drama",Danish,Pearl Cancro,,,
myth_radiant_john_mcclane_tyler_durden,Myth Radiant John McClane Tyler Durden,,,,,,20.0,"Kids & family, Western",English,Joseph Brooks,,,
glimmer_marvelous_crystal_ethereal,Glimmer Marvelous Crystal Ethereal,,,,,,,"Drama, Mystery & thriller",Spanish,Victor Galarza,,,
captain_jack_sparrow_emerald,Captain Jack Sparrow Emerald,,,,,,90.0,Comedy,English,Jay Velasquez,,,
wolverine_t-800_hannibal_lecter_celestial,Wolverine T-800 Hannibal Lecter Celestial,79.0,,,,2003-08-05,94.0,"Romance, Comedy",English,Kathleen Gayden,,,
edward_scissorhands_james_bond_riddle_forrest_gump,Edward Scissorhands James Bond Riddle Forrest Gump,58.0,,,1930-11-29,2016-04-26,28.0,Comedy,English,Todd Badami,,Metro-Goldwyn-Mayer,
captain_jack_sparrow_han_solo_indiana_jones,Captain Jack Sparrow Han Solo Indiana Jones,17.0,,,,,80.0,Drama,,Dane Russo,,,
legendary_james_t._kirk_james_t._kirk,Legendary James T. Kirk James T. Kirk,,,,,,69.0,"Action, Adventure, Crime, Drama",English,Rachel Turner,,,
mystery_norman_bates,Mystery Norman Bates,68.0,,,2014-09-04,2016-03-10,115.0,"Drama, Fantasy, Sci-fi",English,Debbie Scott,,,
holly_golightly_vivid_velvet_black_widow,Holly Golightly Vivid Velvet Black Widow,83.0,,,1960-03-29,2003-10-07,81.0,Documentary,English,John Corbisiero,,20th Century Fox,
supreme_gandalf_fantastic_james_bond,Supreme Gandalf Fantastic James Bond,14.0,,,,2004-09-14,82.0,Horror,English,Mark Bolden,,,
indiana_jones_crystal_ethereal,Indiana Jones Crystal Ethereal,82.0,R,"['Sexual Content', 'Language Throughout', 'Brief Graphic Nudity', 'Teen Drinking and Drug Use']",,2021-11-16,105.0,"Comedy, Drama",English (United Kingdom),Roger Young,$21.4K,,
velvet_mystic_chronicles_donnie_darko,Velvet Mystic Chronicles Donnie Darko,,,,,,93.0,"Fantasy, Romance",Japanese,Kelly Brantley,,,
rocky_balboa_tony_stark_enthralling,Rocky Balboa Tony Stark Enthralling,50.0,,,,,150.0,"History, Drama",Catalan,Terry Silva,,,
john_mcclane_riddle_michael_corleone_mystic,John McClane Riddle Michael Corleone Mystic,,,,,2017-07-07,84.0,"Documentary, Biography, History, Drama",English,Chelsea Telles,,,
james_t._kirk_destiny_supreme,James T. Kirk Destiny Supreme,87.0,R,"['Strong Bloody War Violence', 'Pervasive Language']",2014-01-10,2014-06-03,121.0,"War, Drama",English,Paul Breiter,$125.1M,Universal Studios,"Datasat, SDDS, Dolby Digital"
darth_vader_james_t._kirk_forrest_gump_captain_america,Darth Vader James T. Kirk Forrest Gump Captain America,44.0,,,,,88.0,Action,English,Ian Gay,,,"Stereo, Surround"
han_solo_scarlett_o'hara_harry_potter_intrigue,Han Solo Scarlett O'Hara Harry Potter Intrigue,,,,,,58.0,Documentary,English,Janet Finney,,,
whirlwind_morpheus_ellen_ripley_chronicles,Whirlwind Morpheus Ellen Ripley Chronicles,70.0,PG,"['Drug References', 'Some Thematic Elements']",2016-08-26,2017-07-24,88.0,Drama,English,Lillian Turner,$118.5K,Five & Two Pictures,
travis_bickle_tony_stark_illusion,Travis Bickle Tony Stark Illusion,,,,,,93.0,"Drama, War",French (Canada),William Boozer,,,
scarlett_o'hara_treasure_anakin_skywalker,Scarlett O'Hara Treasure Anakin Skywalker,,,,,,87.0,Documentary,German,Victoria Gorham,,,
riddle_glimmer,Riddle Glimmer,,,,1927-05-28,,59.0,Comedy,,Ethel Tribble,,Fox Film Corporation,
luke_skywalker_elegant,Luke Skywalker Elegant,0.0,,,,2016-08-21,71.0,Sci-fi,English,Danica Crouse,,,
darth_vader_majestic_incredible_miracle,Darth Vader Majestic Incredible Miracle,70.0,,,,,96.0,Drama,English,Claire English,,,
enchanted_oracle_brave_tony_stark,Enchanted Oracle Brave Tony Stark,79.0,,,,,,,,Walter Coleman,,,
jack_sparrow_infinite,Jack Sparrow Infinite,,,,,,89.0,Drama,Japanese,Joseph Brooks,,,
terminator_ferris_bueller_v,Terminator Ferris Bueller V,,,,,2017-10-11,80.0,Drama,English,Andy Kiser,,,
luke_skywalker_phenomenal_galaxy_vito_corleone,Luke Skywalker Phenomenal Galaxy Vito Corleone,92.0,PG-13,"['Violent Content', 'Some Drug References']",,2010-07-27,75.0,"Action, Adventure, Animation",English,Sharon Mclane,,,
john_mcclane_mystique_v_kingdom,John McClane Mystique V Kingdom,20.0,,,2013-01-04,2013-07-30,87.0,Mystery & thriller,English,Geraldine Sims,,IFC Films,
glorious_ferris_bueller_fortune_mystery,Glorious Ferris Bueller Fortune Mystery,55.0,R,"['Violence', 'Nudity', 'Drug Use', 'Language', 'Gore', 'Sexuality']",,2014-02-18,95.0,"Drama, Horror, Mystery & thriller",English,Vern Langner,,,
enigma_magician_escape,Enigma Magician Escape,54.0,,,,2014-08-12,100.0,Mystery & thriller,English,Gary Baird,,,
indiana_jones_norman_bates_hermione_granger_captain_jack_sparrow,Indiana Jones Norman Bates Hermione Granger Captain Jack Sparrow,,,,,2017-03-24,69.0,Documentary,English,Herschel Patton,,,
valiant_fantasy_hannibal_lecter,Valiant Fantasy Hannibal Lecter,,,,2020-03-16,2020-07-20,90.0,Mystery & thriller,English,Stephen Phang,,,
princess_leia_sorcerer_silent_miracle,Princess Leia Sorcerer Silent Miracle,69.0,PG-13,"['Sequences of Violence & Action', 'Brief Strong Language', 'Some Suggestive Content']",2017-05-12,2017-08-08,126.0,"Adventure, Action, Fantasy",English,Lloyd Frank,$39.1M,Warner Bros. Pictures,Dolby Atmos
captain_america_infinite,Captain America Infinite,47.0,R,['Language'],,2010-01-19,85.0,"Comedy, Drama",English,Nicholas Burgos,,,
escape_the_terminator_tyler_durden_astonish,Escape The Terminator Tyler Durden Astonish,,,,,2010-11-16,92.0,"Drama, Romance, Biography",English,Michael Carvalho,,,
forrest_gump_voyage_indiana_jones,Forrest Gump Voyage Indiana Jones,,,,,,107.0,Romance,English,Lora Ritchey,,,
incredible_indiana_jones_marty_mcfly_wondrous,Incredible Indiana Jones Marty McFly Wondrous,64.0,R,"['Nudity', 'Language', 'Crude Sexual Content', 'Some Drug Material']",2009-08-28,2010-05-25,106.0,Comedy,English,Frank Dillman,$84.8K,Roadside Attractions,
illusion_jack_torrance_sorcerer,Illusion Jack Torrance Sorcerer,51.0,,,2014-09-19,2017-03-27,166.0,"Action, Drama",Telugu,Edward Eglinton,,14 Reels,
dorothy_gale_moonlit_travis_bickle,Dorothy Gale Moonlit Travis Bickle,,,,,2020-08-12,,Drama,English,Kelly Moore,,,
frodo_baggins_jack_sparrow_intrigue_rick_blaine,Frodo Baggins Jack Sparrow Intrigue Rick Blaine,,,,2019-05-24,2019-11-14,92.0,Documentary,English,Anthony Stinebaugh,,HBO Documentary Films,
iron_man_the_joker,Iron Man The Joker,,,,,,123.0,Documentary,English,Hubert Hess,,,
aurora_sorcerer_island,Aurora Sorcerer Island,,,,,,57.0,Western,English,Rena Woods,,,
jason_bourne_black_widow_scarlett_o'hara_hidden,Jason Bourne Black Widow Scarlett O'Hara Hidden,,,,2023-03-10,,110.0,"Drama, Romance",German,William Mcrae,,Strand Releasing,
rocky_balboa_hiccup_enthralling,Rocky Balboa Hiccup Enthralling,73.0,R,"['Pervasive Language', 'Drug Use', 'Sexuality', 'Some Violence']",2006-09-29,2007-02-20,104.0,Drama,English,Kathleen Fraga,$516.1K,First Look,Dolby Digital
anakin_skywalker_velvet,Anakin Skywalker Velvet,,,,,2016-11-15,90.0,Action,Spanish,Connie Delmont,,,
forrest_gump_rocky_balboa_escape_ethereal,Forrest Gump Rocky Balboa Escape Ethereal,,,,,2013-10-08,92.0,"Kids & family, Adventure, Comedy, Animation",Spanish (Spain),Sandra Cruz,,,
oracle_heroic_sorcerer_v,Oracle Heroic Sorcerer V,0.0,,,,2018-01-11,93.0,"Sci-fi, Action",English,Jacqueline Christianson,,,
silent_travis_bickle_bruce_wayne_superman,Silent Travis Bickle Bruce Wayne Superman,83.0,,,2017-03-24,2017-06-27,92.0,Documentary,English,Perry Deloach,$97.7K,Submarine Entertainment,
katniss_everdeen_wondrous_adventure,Katniss Everdeen Wondrous Adventure,43.0,,,,2019-03-08,100.0,"Kids & family, Fantasy",English,Ronald Lucero,,,
darth_vader_pirate_gandalf_the_grey,Darth Vader Pirate Gandalf the Grey,42.0,,,,2017-01-08,98.0,Comedy,English,Mary Phelps,,,
norman_bates_darth_vader_evoke_indiana_jones,Norman Bates Darth Vader Evoke Indiana Jones,,,,,2016-08-30,87.0,Documentary,English,Earl Rhodes,,,
harry_potter_crystal_enigma,Harry Potter Crystal Enigma,87.0,,,,2012-01-17,102.0,"Action, Sci-fi, Anime",Japanese,Rossie Wojenski,,,
ferris_bueller_ellis_redding,Ferris Bueller Ellis Redding,,,,,,75.0,Drama,Nepali,Eugene Witcher,,,
don_vito_corleone_gandalf,Don Vito Corleone Gandalf,,,,,2020-07-06,95.0,"Romance, Comedy",English,Pamela Mcdonald,,,
travis_bickle_fantastic,Travis Bickle Fantastic,,,,,,95.0,"Mystery & thriller, Crime, Drama",English,Betty Whitacre,,,
tyler_durden_john_mcclane_supreme_magician,Tyler Durden John McClane Supreme Magician,0.0,,,2012-08-10,2014-09-16,82.0,Mystery & thriller,English,Daniel Callahan,,,
hermione_granger_whirlwind_captain_jack_sparrow,Hermione Granger Whirlwind Captain Jack Sparrow,,,,,,,,,Barbara Martinez,,,
eclipse_aurora_black_widow_hannibal_lecter,Eclipse Aurora Black Widow Hannibal Lecter,20.0,,,2011-08-11,2017-04-22,,"Action, Comedy",Telugu,Adrian Branch,,,
hidden_infinite,Hidden Infinite,71.0,PG,['Thematic Elements Throughout'],2016-04-01,2017-03-02,119.0,"Musical, Drama",English,Francisca Ryan,$556.4K,Purdie Distribution,
darth_vader_sherlock_holmes_starlight_jack_sparrow,Darth Vader Sherlock Holmes Starlight Jack Sparrow,62.0,,,,,97.0,Comedy,English,Margaret Mcdonald,,,
john_mcclane_jason_bourne_tony_montana_terminator,John McClane Jason Bourne Tony Montana Terminator,,,,,,,,,David Mcnicholas,,,
jack_torrance_holly_golightly_galaxy,Jack Torrance Holly Golightly Galaxy,,,,,,52.0,Documentary,English,Linda Hawk,,,
darth_vader_majestic,Darth Vader Majestic,68.0,,,,2006-01-24,130.0,Drama,English,Edward Combs,,,
james_t._kirk_glorious_darth_vader_gandalf_the_grey,James T. Kirk Glorious Darth Vader Gandalf the Grey,,,,,,75.0,Documentary,English,Sadie Luckie,,,
kingdom_majestic_vito_corleone,Kingdom Majestic Vito Corleone,86.0,,,,2020-04-21,121.0,Documentary,French (France),Rebecca Nelson,$14.3K,,
rocky_balboa_darth_vader_gandalf_the_grey_wonder,Rocky Balboa Darth Vader Gandalf the Grey Wonder,20.0,,,,2020-03-12,95.0,"Horror, Mystery & thriller",English,Deborah Campbell,,,
wolverine_wonder_woman_marty_mcfly,Wolverine Wonder Woman Marty McFly,76.0,,,,,,,,Anthony Denis,,,
beneath_jason_bourne_tony_montana_hannibal_lecter,Beneath Jason Bourne Tony Montana Hannibal Lecter,,,,,,68.0,"Crime, Drama",English,Daniel Garner,,,
john_mcclane_james_t._kirk_sapphire,John McClane James T. Kirk Sapphire,,,,,,,,,Anita Norman,,,
vito_corleone_indiana_jones_james_t._kirk_vito_corleone,Vito Corleone Indiana Jones James T. Kirk Vito Corleone,89.0,,,,2021-05-02,74.0,Drama,Bangla,Fermin Dreher,,,
hulk_sherlock_holmes_james_bond_brave,Hulk Sherlock Holmes James Bond Brave,51.0,,,1937-07-23,,107.0,Drama,English,Sharon Hester,,United Artists,
jon_snow_infinite_rocky_balboa,Jon Snow Infinite Rocky Balboa,40.0,,,,,90.0,"Comedy, Drama",English,Rebecca Wilkins,,,
wanderer_sherlock_holmes_chronicles_hulk,Wanderer Sherlock Holmes Chronicles Hulk,,,,,2017-04-02,83.0,Horror,Japanese,Jessica Simpson,,,Stereo
evoke_enigma_spectacular,Evoke Enigma Spectacular,,,,,2016-12-08,18.0,Drama,English,Tamara Seip,,,
myriad_epic_rick_blaine_enchant,Myriad Epic Rick Blaine Enchant,,,,,2020-04-14,96.0,Sci-fi,English,Charles Dodimead,,,
james_t._kirk_holly_golightly_fortune,James T. Kirk Holly Golightly Fortune,87.0,,,,,80.0,Documentary,English,Kenna Pennell,,,Dolby Digital
supreme_sherlock_holmes_sapphire_james_bond,Supreme Sherlock Holmes Sapphire James Bond,43.0,,,,,100.0,"Action, Comedy",French (Canada),Amanda Simpson,,,
wondrous_the_joker_journey,Wondrous The Joker Journey,,,,,,,,,Robert Eggleston,,,
silent_anakin_skywalker_riddle,Silent Anakin Skywalker Riddle,,,,,,83.0,"Drama, Horror, Romance",Chinese,Chase Howard,,,
rick_blaine_james_bond_majestic_miracle,Rick Blaine James Bond Majestic Miracle,,,,,2018-08-21,88.0,"Romance, Comedy",Spanish,Jose Hunt,,,
riddle_sherlock_holmes_captain_jack_sparrow,Riddle Sherlock Holmes Captain Jack Sparrow,47.0,,,,,,,,Christopher Thompson,,,
destiny_magician,Destiny Magician,40.0,TVPG,"['V', 'L']",,2019-10-21,96.0,"Crime, Drama",English,Damian Kahn,,,Stereo
radiant_starlight,Radiant Starlight,75.0,,,1961-06-21,2006-06-04,124.0,"Kids & family, Comedy",English,Jennifer Currier,,Buena Vista Distribution Co. Inc.,
enigma_wanderer_darth_vader,Enigma Wanderer Darth Vader,,,,,,89.0,Drama,English,Tamar Mcardle,,,
golden_trinity,Golden Trinity,,,,,2017-07-10,105.0,Drama,Spanish,Irene Neal,,,
holly_golightly_wondrous_ferris_bueller,Holly Golightly Wondrous Ferris Bueller,,,,,,64.0,Drama,English,Rafael Isola,,,
the_bride_vivid_infinite,The Bride Vivid Infinite,,,,,2017-08-28,101.0,"Crime, Drama",Japanese,Bennie Amaya,,,
tony_montana_harmony_james_bond,Tony Montana Harmony James Bond,,,,1937-07-21,2017-03-10,73.0,"Drama, Romance",English,Joseph Brooks,,Monogram Pictures Corporation,
golden_jack_sparrow_voyage_hulk,Golden Jack Sparrow Voyage Hulk,57.0,,,,2015-01-15,71.0,"Documentary, Adventure, Comedy",English,Donald Tauscher,,,
jon_snow_witch,Jon Snow Witch,67.0,,,,,,,,Sally Edmond,,,
scarlett_o'hara_tyler_durden_john_mcclane_james_t._kirk,Scarlett O'Hara Tyler Durden John McClane James T. Kirk,,,,,,94.0,"Comedy, Drama",Armenian,Rose Peterson,,,
celestial_rocky_balboa,Celestial Rocky Balboa,,,,,,,,,Augusta Daniel,,,
bruce_wayne_glorious_darth_vader_don_vito_corleone,Bruce Wayne Glorious Darth Vader Don Vito Corleone,29.0,,,,2017-12-05,89.0,Mystery & thriller,English,Michelle Schwartz,,,
scarlett_o'hara_holly_golightly_princess_leia_tyler_durden,Scarlett O'Hara Holly Golightly Princess Leia Tyler Durden,61.0,,,2019-11-29,2020-02-19,88.0,Documentary,English,Michael Gracia,,Kino Lorber,
gandalf_valley_anakin_skywalker_secret,Gandalf Valley Anakin Skywalker Secret,,,,,,,,,Barbara Martinez,,,
moonlit_wondrous_tony_stark,Moonlit Wondrous Tony Stark,,,,,2016-11-23,90.0,Action,English,Jacqueline Mangina,,,
katniss_everdeen_infinite_e.t._black_widow,Katniss Everdeen Infinite E.T. Black Widow,77.0,,,,,92.0,Drama,Spanish,William Igel,,,Dolby Digital
bruce_wayne_t-800,Bruce Wayne T-800,76.0,,,,1999-12-14,96.0,Drama,German,John Galvin,,,
the_bride_whimsical,The Bride Whimsical,,,,,2016-07-08,97.0,"Horror, Mystery & thriller",English,Lonnie Ertz,,,
magician_john_wick_don_vito_corleone,Magician John Wick Don Vito Corleone,,,,,,5.0,Comedy,English,Margie Curry,,,
gollum_tony_stark_quench_marty_mcfly,Gollum Tony Stark Quench Marty McFly,73.0,,,1998-10-28,2016-06-16,115.0,Romance,English,Willie Britt,,,
epic_edward_scissorhands,Epic Edward Scissorhands,50.0,,,1956-07-27,2020-07-17,87.0,Western,English,Nikki Polston,,United Artists,Mono
michael_corleone_marvelous_jon_snow_incredible,Michael Corleone Marvelous Jon Snow Incredible,,,,,,100.0,Drama,Greek,Bill Lytle,,,
terminator_darth_vader_wolverine,Terminator Darth Vader Wolverine,75.0,,,,2017-05-14,117.0,Drama,Korean,Rhonda Hauman,,,
golden_han_solo,Golden Han Solo,73.0,PG-13,"['Crude and Sexual Humor', 'Brief Comic Violence', 'Drug References', 'Language']",2006-08-04,2006-12-12,110.0,Comedy,English,Courtney Castanon,$148.2M,Sony Pictures Entertainment,"SDDS, DTS, Dolby SRD"
hermione_granger_willy_wonka_forrest_gump,Hermione Granger Willy Wonka Forrest Gump,38.0,R,"['Strong Language Throughout', 'Drug Use', 'Some Sexuality', 'Nudity', 'Violence']",,2008-04-08,110.0,"Mystery & thriller, Comedy",English,Myrtle Parnell,,,
celestial_velvet_enigma_iron_man,Celestial Velvet Enigma Iron Man,,,,,,115.0,Documentary,English,Marshall Hager,,,
ellen_ripley_phenomenal_norman_bates_whimsical,Ellen Ripley Phenomenal Norman Bates Whimsical,39.0,,,,2013-01-15,107.0,Drama,Chinese,Jeremy Massengale,,,
captain_america_enthralling_the_annie_hall,Captain America Enthralling The Annie Hall,17.0,,,,2016-11-30,90.0,Mystery & thriller,English,Oliver Carter,,,
witch_ellen_ripley_dorothy_gale_hiccup,Witch Ellen Ripley Dorothy Gale Hiccup,,,,,,,,,Jacqueline Mays,,,
jon_snow_crystal_enigma,Jon Snow Crystal Enigma,,,,,,100.0,Drama,English,Vicky Barnette,,,
chronicles_labyrinth_e.t.,Chronicles Labyrinth E.T.,67.0,,,1958-08-25,2003-05-20,80.0,Western,English,Elvira Minton,,,
han_solo_don_vito_corleone,Han Solo Don Vito Corleone,88.0,,,1962-09-27,2012-12-11,104.0,"Comedy, Drama",English,Paul Runnels,,20th Century Fox,
mystique_katniss_everdeen_indiana_jones_black_widow,Mystique Katniss Everdeen Indiana Jones Black Widow,,,,,,,,,Augusta Daniel,,,
fortune_annie_hall_hiccup,Fortune Annie Hall Hiccup,,,,,2020-03-03,85.0,Mystery & thriller,English,Sharon Collins,,,
phantom_sorcerer_epic,Phantom Sorcerer Epic,,,,,2019-09-09,116.0,"Comedy, Drama, Romance",English,Roger Perrigo,,,
princess_leia_hermione_granger_marty_mcfly_katniss_everdeen,Princess Leia Hermione Granger Marty McFly Katniss Everdeen,,,,,,80.0,Drama,Dutch,Melissa Hocking,,,
black_widow_harmony_quench_forrest_gump,Black Widow Harmony Quench Forrest Gump,28.0,,,,2000-02-15,68.0,Horror,English,Gregory Bashore,,,
illusion_forrest_gump_infinite_travis_bickle,Illusion Forrest Gump Infinite Travis Bickle,29.0,,,2010-05-14,,90.0,"Romance, Comedy",English,Isabell Mack,,,
john_wick_island,John Wick Island,64.0,,,1949-06-29,2007-07-31,71.0,"Crime, Drama",English,Ella Kaczmarek,,,
james_t._kirk_treasure_scarlett_o'hara,James T. Kirk Treasure Scarlett O'Hara,,,,,2021-01-03,98.0,"Romance, Comedy",English,Christina Castillo,,,
travis_bickle_hannibal_lecter_majestic,Travis Bickle Hannibal Lecter Majestic,,,,,2018-01-27,82.0,Horror,English,Peter Strickland,,,
enthralling_journey_moonlit,Enthralling Journey Moonlit,50.0,,,,2016-04-05,81.0,Mystery & thriller,English,Carlton Rivera,,,
the_joker_gandalf_moonlit_wanderer,The Joker Gandalf Moonlit Wanderer,12.0,,,2003-01-15,2003-01-21,91.0,"Horror, Mystery & thriller",English,Matthew Schneider,,,
